"ID";"Term_Description";"Fold_Enrichment";"occurrence";"support";"lowest_p";"highest_p";"Up_regulated";"Down_regulated"
"hsa05012";"Parkinson disease";1,18485430968726;10;0,3275;3,0101137735977e-18;1,21262850598032e-10;"GNAL, GNAS, GNAI2, PRKACA, UBA1, UBE2L3, PSMA5, PSMB6, PSMC4, PSMC6, PSMD12, ADRM1, CAMK2G, DDIT3, ERN1, EIF2AK3, SLC39A2, SLC39A1, SLC39A5, NDUFA1, NDUFA5, NDUFA11, NDUFB11, NDUFS2, NDUFS3, UQCRQ, COX6A2, COX6B1, COX6B2, PINK1, VDAC1, PARK7, KIF5A, TUBA1B, TUBA1A, TUBB, TUBB4B, NFE2L2, DAXX";"PSMC1, CAMK2A, ATF6, SLC39A11, NDUFA13, NDUFB8, NDUFS4, NDUFS7, UQCRB, KIF5C, TUBA1C, TUBB2A, TUBB8"
"hsa03013";"Nucleocytoplasmic transport";1,05079499085409;10;0,13;4,87247937767955e-18;1,40498032849829e-08;"GLE1, NUP98, NUP88, RANGAP1, KPNA5, KPNB1, IPO7, XPO1, RANBP17, NCBP1, ACIN1, UPF2";"RAE1, NUP160, NUP93, NUP35, IPO9, SNUPN, THOC3"
"hsa04664";"Fc epsilon RI signaling pathway";2,51312424283214;10;0,4175;7,85671558557556e-18;9,09494502457806e-14;"FCER1G, SYK, LYN, BTK, INPP5D, PLCG2, PIK3R1, PIK3R2, PDPK1, AKT2, RAC2, RAC3, MAP2K4, MAP2K7, MAP2K3, MAPK13, MAPK14, IL13, VAV1, FYN, KRAS, RAF1, MAP2K1, MAPK1, ALOX5AP";"PIK3R3, VAV2, LAT, MAPK3, PLA2G4A"
"hsa04062";"Chemokine signaling pathway";1,89880498347318;10;0,364318181818182;3,60283670858314e-17;1,48855222194939e-11;"CXCL13, CCL3L3, CCL4L2, CCL25, CXCR3, CXCR4, CXCR5, CCR9, CCR7, JAK3, STAT3, STAT5B, GNAI2, ADCY3, PRKACA, LYN, FGR, SHC1, KRAS, RAF1, MAP2K1, MAPK1, PIK3R1, PIK3R2, PIK3R5, PRKCZ, AKT2, IKBKB, NFKBIB, NFKB1, VAV1, RAC2, RAC3, CDC42, WAS, GNB3, GNG2, GNG4, GNG13, GNGT2, PREX1, CRKL, PTK2B, PLCG2, RAP1B, GRK5";"CXCL16, CCL1, CCL13, CCL16, CCL17, CCL21, CCL22, CCL26, CCR4, ADCY2, HCK, MAPK3, PIK3R3, VAV2, GNG11, PLCB2, PLCB4"
"hsa04064";"NF-kappa B signaling pathway";1,76975998459636;10;0,24;1,06698518114807e-16;1,72751826002533e-16;"LCK, ZAP70, SYK, LYN, BTK, PLCG2, BCL10, MALT1, IL1B, MYD88, TRAF2, TRAF3, TNFRSF11A, TAB2, TNFRSF13C, IKBKB, NFKB1, XIAP, GADD45A, NFKB2, CCL4L2, VCAM1, RELB, ICAM1";"LAT, TRAF6, TLR4, LTBR, ERC1, BCL2A1, CCL13, CCL21"
"hsa05235";"PD-L1 expression and PD-1 checkpoint pathway in cancer";2,24016318274925;10;0,42;1,16475104094003e-16;3,62670769321458e-15;"HIF1A, KRAS, RAF1, MAP2K1, MAPK1, PIK3R1, PIK3R2, AKT2, MTOR, IKBKB, NFKBIB, NFKBIE, NFKB1, JAK1, STAT3, MYD88, NFATC2, PDCD1, PTPN6, BATF, LCK, CD247, ZAP70, MAP2K3, MAPK13, MAPK14, PPP3CB, PPP3CC, PPP3R1";"MAPK3, ALK, PIK3R3, TLR4, TRAF6, LAT"
"hsa04150";"mTOR signaling pathway";1,71264763215228;10;0,3275;2,18745044160954e-16;2,60434265050209e-10;"SLC7A5, SLC38A9, ATP6V1E2, LAMTOR4, RRAGC, RRAGD, SESN2, SKP2, MTOR, MLST8, LPIN2, ULK1, EIF4EBP1, EIF4E1B, EIF4B, STK11, CAB39, CAB39L, PRKAA1, DDIT4, WNT3A, WNT6, IKBKB, KRAS, RAF1, MAP2K1, MAPK1, RPS6KA3, RPS6KA1, PIK3R1, PIK3R2, PDPK1, AKT2, PRR5L";"ATP6V1B2, ATP6V1C1, CLIP1, GRB10, LPIN3, WNT2B, WNT7B, FZD3, DVL1, MAPK3, IRS1, PIK3R3"
"hsa04010";"MAPK signaling pathway";1,38984694666593;10;0,415600730927364;2,55535645116497e-16;3,62670769321458e-15;"CACNG3, PRKACA, PPP3CB, PPP3CC, PPP3R1, RAP1B, FGF22, PDGFB, PDGFD, VEGFB, KRAS, ARAF, RAF1, MAP2K1, MAPK1, MKNK2, RPS6KA3, RPS6KA1, ELK1, IL1A, IL1B, TGFB1, TGFBR2, FASLG, RAC2, RAC3, CDC42, TRAF2, DAXX, MYD88, GADD45A, TAB2, MAP4K2, MAP3K8, MAP3K11, MAP2K4, MAP2K7, MAP2K3, MAPK8IP1, FLNA, CRKL, MAPK13, MAPK14, MAPKAPK2, ATF2, DDIT3, AKT2, DUSP2, DUSP10, HSPA2, NR4A1, IKBKB, NLK, NFKB1, NFKB2, RELB";"CACNA1A, CACNA1D, CACNB4, RASGRP3, RAPGEF2, FGF2, PDGFRB, MAPK3, PLA2G4A, TGFB3, TRAF6, MAPKAPK3, MEF2C, HSPB1, PPP5C"
"hsa05212";"Pancreatic cancer";2,17363202055482;10;0,498743718592965;6,74299479493344e-16;6,41361833664832e-13;"KRAS, PIK3R1, PIK3R2, RAC2, RAC3, NFKB1, AKT2, IKBKB, ARAF, RAF1, MAP2K1, MAPK1, RALGDS, RALBP1, CDC42, PLD1, MTOR, JAK1, STAT3, E2F1, E2F3, GADD45A, TGFB1, TGFBR2";"PIK3R3, MAPK3, CCND1, TGFB3, BRCA2"
"hsa05169";"Epstein-Barr virus infection";1,53803203661327;10;0,380954773869347;1,07610782322622e-15;7,27414070474334e-12;"CD19, MYD88, TAB2, IKBKB, NFKB1, TRAF3, IRF7, JAK1, CASP8, BID, BCL2L11, CD247, PSMC4, PSMC6, PSMD12, ADRM1, TAPBP, SIN3A, HDAC1, RUNX3, GADD45A, PIK3R1, PIK3R2, AKT2, RELB, NFKB2, NFKBIB, NFKBIE, MAP2K4, MAP2K7, TRAF2, MAP2K3, MAPK13, MAPK14, ENTPD1, CD58, ICAM1, JAK3, STAT3, LYN, SYK, BTK, PLCG2, SKP2, CDK2, E2F1, E2F3";"TRAF6, IFNA4, IFNA7, IFNA21, PSMC1, PIK3R3, CCND1"
"hsa03460";"Fanconi anemia pathway";1,97630722769657;10;0,163282828282828;1,12441578647823e-15;9,60134315236126e-06;"FANCA, FANCB, FANCG, UBE2T, BRCA1, POLH, POLN, RMI2, BLM, RPA1, RPA2, EME2, ERCC4";"FANCL, BRCA2, RAD51C, EME1"
"hsa05161";"Hepatitis B";1,88693745232647;10;0,486155525100249;1,51863945980774e-15;3,69049293859692e-15;"TGFB1, TGFBR2, FASLG, YWHAB, YWHAQ, MAP2K4, PIK3R1, PIK3R2, AKT2, IKBKB, NFKB1, CASP8, BID, CDK2, E2F1, E2F3, NFATC2, JAK1, JAK3, STAT3, STAT5A, STAT5B, STAT6, PTK2B, KRAS, ATF2, CREB1, CREB3, CREB3L4, PCNA, ARAF, RAF1, MAP2K1, MAPK1, ELK1, MYD88, TAB2, MAP2K3, MAPK13, MAPK14, MAP2K7, TRAF3, IRF7";"TGFB3, PIK3R3, CASP12, MAPK3, TLR4, TRAF6, TLR3, IFNA4, IFNA7, IFNA21"
"hsa05020";"Prion disease";1,36362056728189;10;0,36;1,58578446780816e-15;2,01153475602942e-09;"STIP1, PRKACA, FYN, GRIN3B, EIF2AK3, DDIT3, PPP3CB, PPP3CC, PPP3R1, VDAC1, NDUFA1, NDUFA5, NDUFA11, NDUFB11, NDUFS2, NDUFS3, UQCRQ, COX6A2, COX6B1, COX6B2, PSMA5, PSMB6, PSMC4, PSMC6, PSMD12, ADRM1, HSPA2, PIK3R1, PIK3R2, CYBA, RAC2, MAPK13, MAPK14, MAPK1, CREB1, ATF2, CREB3, CREB3L4, IL1A, IL1B, KIF5A, TUBA1B, TUBA1A, TUBB, TUBB4B";"NCAM2, CACNA1D, RYR2, CASP12, NDUFA13, NDUFB8, NDUFS4, NDUFS7, UQCRB, PSMC1, C8A, PIK3R3, MAPK3, KIF5C, TUBA1C, TUBB2A, TUBB8"
"hsa04114";"Oocyte meiosis";1,42410373760488;10;0,255628140703518;1,64670828248844e-15;2,86918921914558e-10;"ADCY3, PRKACA, CPEB3, MAP2K1, MAPK1, RPS6KA3, RPS6KA1, YWHAB, YWHAQ, SPDYA, SPDYC, CDK2, MAPK13, MAPK14, PPP1CC, CDC25C, CCNB2, SKP1, BUB1, PPP2R5C, PPP2R5D, PPP2R5A, PPP3CB, PPP3CC, PPP3R1, CAMK2G";"ADCY2, MAPK3, YWHAH, SMC1B, CAMK2A"
"hsa04012";"ErbB signaling pathway";1,78441914109527;10;0,365;1,77098464686488e-15;7,22552016768448e-10;"PLCG2, CAMK2G, CBLB, STAT5A, STAT5B, CRKL, NCK1, NCK2, MAP2K4, MAP2K7, ELK1, SHC1, KRAS, ARAF, RAF1, MAP2K1, MAPK1, PIK3R1, PIK3R2, AKT2, MTOR, EIF4EBP1";"CAMK2A, PAK3, MAPK3, PIK3R3"
"hsa03050";"Proteasome";1,26586998898212;10;0,1425;1,95858105816611e-15;3,89214393519062e-14;"PSMD12, ADRM1, PSMC6, PSMC4, PSME1, PSME2, PSMA5, PSMB6, PSMF1";"PSMC1"
"hsa05415";"Diabetic cardiomyopathy";1,50698808212157;10;0,3025;2,39556488846174e-15;1,2063355633531e-07;"SLC2A1, CAMK2G, SP1, AGER, CYBA, RAC2, NFKB1, MAPK13, MAPK14, TGFB1, CPT1B, PDK3, PPP1CC, CTSD, PRKCZ, CPT2, PIK3R1, PIK3R2, AKT2, MTOR, GYS1, TBC1D4, MPC1, PDHA1, NDUFA1, NDUFA5, NDUFA11, NDUFB11, NDUFS2, NDUFS3, UQCRQ, COX6A2, COX6B1, COX6B2, VDAC1, TGFBR2";"CAMK2A, RYR2, COL1A1, COL1A2, TGFB3, IRS1, PIK3R3, NDUFA13, NDUFB8, NDUFS4, NDUFS7, UQCRB, PLCB2, PLCB4"
"hsa05417";"Lipid and atherosclerosis";1,67698197138519;10;0,433592964824121;3,23584175474529e-15;1,59081558554562e-13;"ARHGEF1, PIK3R1, PIK3R2, AKT2, POU2F1, AGER, CYBA, STAT3, CDC42, MAP2K4, MAP2K7, ICAM1, MAP2K3, MAPK13, MAPK14, KRAS, MAPK1, NFKB1, VCAM1, IL1B, HSPA2, MYD88, TAB2, IKBKB, TRAF3, TANK, IRF7, LYN, VAV1, RAP1B, CCL3L3, DDIT3, CAMK2G, EIF2AK3, ERN1, TRAF2, ABCG1, NFE2L2, PDPK1, NFATC2, PPP3CB, PPP3CC, PPP3R1, TNFSF10, TNFRSF10A, FASLG, CASP8, BID";"OLR1, PIK3R3, MAPK3, TLR4, TRAF6, IFNA4, IFNA7, IFNA21, RXRG, VAV2, IL12B, ATF6, CAMK2A, PLCB2, PLCB4"
"hsa05166";"Human T-cell leukemia virus 1 infection";1,59089066182888;10;0,4575;4,52031468189509e-15;6,57558956109276e-11;"SLC2A1, ICAM1, KRAS, MAP2K1, MAPK1, TLN1, XPO1, PPP3CB, PPP3CC, PPP3R1, NFATC2, IL2RB, IL2RG, JAK1, JAK3, STAT5A, STAT5B, FDPS, VDAC1, BUB3, CCNB2, CDK2, E2F1, E2F3, PIK3R1, PIK3R2, AKT2, MAP2K4, IKBKB, NFKB1, TNFRSF13C, RELB, NFKB2, ZFP36, IL15RA, XIAP, TGFB1, TGFBR2, ADCY3, PRKACA, NFYB, ELK1, ETS1, TBPL1, CREB1, CREB3, CREB3L4, ATF2, CRTC2, KAT2A, LCK";"NRP1, MAPK3, TLN2, VAC14, CCND1, PIK3R3, DLG1, LTBR, TGFB3, ADCY2, TBPL2"
"hsa04380";"Osteoclast differentiation";2,00513806254767;10;0,390992462311558;4,52031468189509e-15;9,39465757380177e-14;"MAPK1, PIK3R1, PIK3R2, AKT2, IL1A, IL1B, TGFB1, TGFBR2, TNFRSF11A, TRAF2, LCK, FYN, RELB, NFKB2, TAB2, IKBKB, NFKB1, NFATC2, MAP2K1, MAPK13, MAPK14, MAP2K7, FOSL2, CYBA, BTK, LILRB1, FCGR3A, FCGR3B, SYK, PLCG2, PPP3CB, PPP3CC, PPP3R1, CREB1, ACP5, JAK1, SOCS3, SQSTM1";"MAPK3, PIK3R3, TRAF6, FCGR2B, FCGR2C, FHL2"
"hsa05167";"Kaposi sarcoma-associated herpesvirus infection";1,79114078337934;10;0,415;8,15753804005699e-15;9,17455596752397e-14;"C3, TRAF3, IRF7, JAK1, MAPK13, MAPK14, MAPKAPK2, ZFP36, CASP8, BID, TRAF2, IKBKB, NFKB1, E2F1, E2F3, ICAM1, MICA, MAP1LC3B2, GNB3, GNG2, GNG4, GNG13, GNGT2, KRAS, RAF1, MAP2K1, MAPK1, HIF1A, PIK3R5, PIK3R1, PIK3R2, AKT2, MTOR, PREX1, SYK, LYN, MAP2K4, MAP2K7, PLCG2, PPP3CB, PPP3CC, PPP3R1, NFATC2, PDGFB, STAT3, CTNNB1, TCF7, CREB1";"TLR3, IFNA4, IFNA7, IFNA21, CCR4, MAP1LC3C, GNG11, MAPK3, PIK3R3, CD200R1L, HCK, FGF2, CCND1"
"hsa04630";"JAK-STAT signaling pathway";1,4069458612482;10;0,075;1,10028890243264e-14;4,09883096102183e-07;"IL2RB, IL2RG, IL4R, IL15RA, IL21R, IL13, IL26, LEP, EPOR, LEPR, PDGFB, JAK1, JAK3, STAT3, STAT5A, STAT5B, STAT6, SOCS3, SOCS5, PTPN6, RAF1, PIK3R1, PIK3R2, AKT2, MTOR";"IL7, IL9, IL7R, IL13RA2, IL20RA, IL20RB, IL22RA2, IL12B, GHR, IFNA4, IFNA7, IFNA21, PDGFRB, SOCS2, CCND1, PIK3R3"
"hsa04510";"Focal adhesion";1,56145384427743;10;0,3275;1,38400968106142e-14;8,06228388070647e-11;"LAMA5, CHAD, ITGAV, PDGFB, PDGFD, VEGFB, PPP1CC, PPP1R12C, MYLK4, TLN1, FLNA, VASP, PDPK1, AKT2, CTNNB1, PIK3R1, PIK3R2, VAV1, RAC2, RAC3, CDC42, CRKL, RAPGEF1, RAP1B, FYN, SHC1, RAF1, MAP2K1, MAPK1, ELK1, XIAP";"COL1A1, COL1A2, COL4A3, COL6A1, COL6A3, LAMA2, LAMA4, LAMB4, TNC, VWF, ITGA1, ITGB6, PDGFRB, MYL12A, MYLK2, PIP5K1B, TLN2, PIK3R3, VAV2, PAK3, DOCK1, MAPK3, CCND1"
"hsa05130";"Pathogenic Escherichia coli infection";1,74139109883291;10;0,4875;1,56775086640805e-14;4,03544005236308e-09;"CYTH2, CYTH1, NCKAP1L, ARHGEF1, CDC42, MYO1C, MYH9, MYH10, EZR, LPAR2, LPAR5, F2R, GNA13, TUBA1B, TUBA1A, TUBB, TUBB4B, FYN, NCK1, NCK2, WIPF3, NCL, IL1B, MYD88, PTPN6, TRAF2, TAB2, IKBKB, NFKBIB, NFKB1, MAPK1, MAPK13, MAPK14, TNFSF10, TNFRSF10A, FASLG, CASP8, TMBIM6, ABCF2, RAB1A, SEC24B, SEC24A, OCLN, CLDN9";"ACTR3C, MYO1E, MYO5C, TUBA1C, TUBB2A, TUBB8, TLR4, TRAF6, MAPK3, CASP4, PAK3, SEC24D, CLDN11, CLDN2, CLDN1"
"hsa04068";"FoxO signaling pathway";1,7801296720061;10;0,438592964824121;3,24209590380249e-14;7,96735999585475e-14;"TGFB1, TGFBR2, STK11, PRKAA1, NLK, SKP2, PIK3R1, PIK3R2, PDPK1, IKBKB, AKT2, FOXO4, HOMER3, STAT3, KRAS, RAF1, ARAF, MAP2K1, MAPK1, MAPK13, MAPK14, CDK2, CCNB2, PLK3, GADD45A, FASLG, BCL2L11, TNFSF10, KLF2";"TGFB3, PRKAG2, IRS1, PIK3R3, HOMER1, MAPK3, CCND1, BCL6, BNIP3, IL7R, RAG1"
"hsa04621";"NOD-like receptor signaling pathway";1,45646973164136;10;0,223636363636364;4,09052270880736e-14;1,07137191834835e-09;"IKBKB, NFKBIB, NFKB1, IL1B, NOD2, TAB2, MAPK1, MAPK13, MAPK14, MAP1LC3B2, SUGT1, RNF31, XIAP, TRAF2, TRAF3, TANK, IRF7, TRPM2, VDAC1, NAMPT, CYBA, BRCC3, PSTPIP1, CASP8, IFI16, PKN1, GSDMD, JAK1, MYD88";"DEFA5, MAPK3, MAP1LC3C, TRAF6, IFNA4, IFNA7, IFNA21, PLCB2, PLCB4, TXNIP, CASP12, GBP5, GBP1, GBP3, CASP4, TLR4"
"hsa04141";"Protein processing in endoplasmic reticulum";1,33619609948112;10;0,285;5,83261092634705e-14;2,33287893172078e-13;"DDOST, STT3B, RRBP1, HYOU1, GANAB, LMAN2, SAR1A, SEC24B, SEC24A, EDEM1, EDEM3, P4HB, PDIA4, OS9, BCAP31, DERL3, VCP, HSPA2, DNAJB1, DNAJC5, EIF2AK3, EIF2AK4, NFE2L2, PPP1R15A, DDIT3, WFS1, ERN1, TRAF2, MAP2K7, RNF5, SKP1";"SEC62, SEC24D, DNAJC5B, DNAJC5G, ATF6, CASP12, UBE2D1"
"hsa05131";"Shigellosis";1,31253800700911;10;0,313278894472362;5,98423945476667e-14;6,975393902401e-11;"CRKL, TLN1, CDC42, PIK3R1, PIK3R2, CYTH2, CYTH1, AKT2, FOXO4, PLCG2, VDAC1, IL1B, TRAF2, TAB2, IKBKB, NFKBIB, NFKB1, MALT1, BCL10, RNF31, TNIP1, SKP1, MYD88, MAPK1, MAPK13, MAPK14, RRAGC, RRAGD, MTOR, MAP1LC3B2, C3, SQSTM1, WIPI1, TECPR1, FNBP1, GLMN";"DOCK1, ACTR3C, MYL12A, TLN2, PIK3R3, PLCB2, PLCB4, BNIP3, CASP4, TLR4, TRAF6, UBE2D1, MAPK3, MAP1LC3C"
"hsa04668";"TNF signaling pathway";1,74484782265103;10;0,361818181818182;7,68199492488289e-14;7,68199492488289e-14;"TRAF2, TAB2, MAP2K4, MAP2K7, MAP2K3, MAPK13, MAPK14, CEBPB, IKBKB, NFKB1, MAP3K8, MAP2K1, MAPK1, CREB1, CREB3, CREB3L4, ATF2, PGAM5, CASP8, IL1B, SOCS3, NOD2, ICAM1, VCAM1, TNFRSF1B, TRAF3, PIK3R1, PIK3R2, AKT2";"MAPK3, MMP14, EDN1, PIK3R3, DAB2IP"
"hsa04914";"Progesterone-mediated oocyte maturation";1,60211670480549;10;0,318278894472362;1,02912813047566e-13;1,0658245344064e-12;"PIK3R1, PIK3R2, MAPK13, MAPK14, GNAI2, ADCY3, PRKACA, CPEB3, SPDYA, SPDYC, CDK2, MAP2K1, MAPK1, RPS6KA3, RPS6KA1, CCNB2, CDC25A, CDC25C, AKT2, KRAS, ARAF, RAF1, BUB1, KIF22";"PIK3R3, ADCY2, MAPK3"
"hsa05160";"Hepatitis C";1,60095322135974;10;0,488718592964824;1,05755803928211e-13;1,0658245344064e-12;"CD81, CLDN9, OCLN, TRAF3, IRF7, IKBKB, NFKB1, EIF2AK3, EIF2AK4, STAT3, SOCS3, JAK1, KRAS, RAF1, ARAF, YWHAB, YWHAQ, MAP2K1, MAPK1, PIK3R1, PIK3R2, AKT2, CTNNB1, CDK2, E2F1, E2F3, TRAF2, FASLG, CASP8, BID, NR1H3";"CLDN11, CLDN2, CLDN1, IFNA4, IFNA7, IFNA21, TLR3, TRAF6, YWHAH, MAPK3, PIK3R3, CCND1"
"hsa05215";"Prostate cancer";1,58560003774564;10;0,438605527638191;1,05755803928211e-13;1,17420707613381e-11;"GSTP1, CDK2, E2F1, E2F3, PDGFB, PDGFD, PIK3R1, PIK3R2, PDPK1, AKT2, CREB1, CREB3, CREB3L4, CTNNB1, TCF7, IKBKB, NFKB1, MTOR, KRAS, ARAF, RAF1, MAP2K1, MAPK1";"PDGFRB, PIK3R3, CCND1, MAPK3"
"hsa05132";"Salmonella infection";1,40680693107527;10;0,4675;1,26973202928676e-13;2,66872868372897e-12;"RAB5B, PLEKHM1, VPS16, VPS33A, DCTN2, ACTR1A, TUBA1B, TUBA1A, TUBB, TUBB4B, ARL8B, KIF5A, RAB9A, FLNA, FHOD1, CDC42, NCKAP1L, PIK3C2B, CYTH2, CYTH1, DNM2, MYD88, TAB2, IKBKB, NFKB1, RAF1, MAP2K1, MAPK1, MAP2K3, MAPK13, MAPK14, MAP2K4, MAP2K7, IL1B, CTNNB1, TCF7, PKN1, SKP1, TRAF2, TNFSF10, TNFRSF10A, CASP8, AKT2, GSDMD";"RAB7B, VPS41, DYNC1H1, DYNC1I2, DYNLRB2, DCTN1, TUBA1C, TUBB2A, TUBB8, KIF5C, MYL12A, ACTR3C, PAK3, TLR4, TRAF6, MAPK3, CASP4"
"hsa04722";"Neurotrophin signaling pathway";1,64133990096834;10;0,380361402974468;1,26973202928676e-13;1,63281655320141e-12;"SH2B1, KRAS, RAF1, MAP2K1, MAPK1, RPS6KA3, RPS6KA1, CRKL, RAPGEF1, RAP1B, MAPK13, MAPK14, MAPKAPK2, SHC1, PIK3R1, PIK3R2, AKT2, NFKBIB, NFKBIE, NFKB1, FASLG, PDPK1, PLCG2, CAMK2G, ARHGDIG, CDC42, MAP2K7, IRAK2, IKBKB";"MAPK3, PIK3R3, IRS1, CAMK2A, TRAF6"
