"ID";"Term_Description";"Fold_Enrichment";"occurrence";"support";"lowest_p";"highest_p";"Up_regulated";"Down_regulated"
"hsa04728";"Dopaminergic synapse";4,14600971547536;10;0,05;0,00135011414317264;0,0186089748498854;"MAPK12, KIF5B";"CALM1, PPP1CA"
"hsa04261";"Adrenergic signaling in cardiomyocytes";3,69474335188621;10;0,055;0,00135011414317264;0,0111303698850831;"ATP2B1, MAPK12";"CALM1, PPP1CA"
"hsa04218";"Cellular senescence";4,35198135198135;10;0,055;0,00135011414317264;0,0122253513075896;"MAPK12, SLC25A4";"PPP1CA, RAD9A, CALM1"
"hsa04022";"cGMP-PKG signaling pathway";3,35263748597082;10;0,045;0,00135011414317264;0,00228646514016681;"ATP2B1, SLC25A4";"PPP1CA, CALM1"
"hsa04390";"Hippo signaling pathway";3,57320574162679;10;0,02;0,0018882247724608;0,00328792378758813;"PRKCI, SAV1, BMPR1A";"PPP1CA"
"hsa05167";"Kaposi sarcoma-associated herpesvirus infection";2,09971883786317;10;0,035;0,00202197148205065;0,00252336559456293;"MAPK12, HIF1A";"CALM1"
"hsa05205";"Proteoglycans in cancer";2,00662785490372;10;0,03;0,00205691821711311;0,00252336559456293;"HIF1A, MAPK12";"PPP1CA"
"hsa04024";"cAMP signaling pathway";1,89463002114165;10;0,015;0,00219581674743885;0,0286431719576525;"ATP2B1";"CALM1, PPP1CA"
"hsa05208";"Chemical carcinogenesis - reactive oxygen species";1,94902131361461;10;0,02;0,00252336559456293;0,00252336559456293;"SLC25A4, MAPK12, HIF1A";""
"hsa04530";"Tight junction";3,39454545454545;10;0,015;0,0030515531438466;0,0221048861324772;"PRKCI, RAPGEF2";"PCNA, ARPC4"
"hsa04270";"Vascular smooth muscle contraction";3,18238636363636;10;0,04;0,00312676811931609;0,0136725596663718;"";"CALM1, PPP1CA, RAMP1"
"hsa04020";"Calcium signaling pathway";2,84062381133511;6;0,005;0,00366453282562274;0,00366453282562274;"ATP2B1, TPCN1, SLC25A4";"CALM1, CAMK1"
"hsa04120";"Ubiquitin mediated proteolysis";1,95369522563767;9;0,005;0,00400427178157125;0,00400427178157125;"TRIM37";"UBE2N"
"hsa04966";"Collecting duct acid secretion";5,22237762237762;8;0,005;0,00424095785405157;0,00848191570810313;"ATP6V1A";""
"hsa05152";"Tuberculosis";2,2630303030303;10;0,02;0,00431375569874696;0,00431375569874696;"MAPK12";"IFNG, CALM1"
"hsa04392";"Hippo signaling pathway - multiple species";4,84935064935065;10;0,01;0,00493109189376864;0,0183294910935876;"SAV1";""
"hsa04611";"Platelet activation";3,33889716840537;10;0,015;0,00523305722281647;0,00523305722281647;"PRKCI, MAPK12";"PPP1CA"
"hsa03060";"Protein export";12,3438016528926;10;0,005;0,0060322753684415;0,0103287402601423;"SEC62";"SPCS2"
"hsa04141";"Protein processing in endoplasmic reticulum";1,67631874298541;9;0,005;0,00633419797618199;0,00671470407716565;"SEC62";"DNAJB11"
"hsa04720";"Long-term potentiation";4,05318860244233;10;0,04;0,0079903564700219;0,016190516236472;"";"PPP1CA, CALM1"
"hsa05031";"Amphetamine addiction";3,93570487483531;10;0,04;0,0079903564700219;0,016190516236472;"";"CALM1, PPP1CA"
"hsa04370";"VEGF signaling pathway";2,30138674884438;10;0,005;0,00843517703231925;0,00843517703231925;"MAPK12";""
"hsa05214";"Glioma";3,62084848484848;10;0,01;0,00876543145887809;0,0191306621524733;"";"CALM1, CAMK1"
"hsa04664";"Fc epsilon RI signaling pathway";1,99679144385027;10;0,005;0,00890895703426384;0,00890895703426384;"MAPK12";""
"hsa04917";"Prolactin signaling pathway";1,93974025974026;10;0,005;0,00890895703426384;0,00890895703426384;"MAPK12";""
"hsa05133";"Pertussis";5,35980861244019;10;0,01;0,00923854495140967;0,00923854495140967;"CFL2, MAPK12";"CALM1"
"hsa05140";"Leishmaniasis";3,52680047225502;10;0,01;0,00923854495140967;0,00923854495140967;"MAPK12";"IFNG"
"hsa04657";"IL-17 signaling pathway";4,42766798418972;10;0,01;0,00941701660791821;0,00941701660791821;"MAPK12, MAPK6";"IFNG"
"hsa04658";"Th1 and Th2 cell differentiation";4,42766798418972;10;0,01;0,00941701660791821;0,00941701660791821;"MAPK12, NOTCH2";"IFNG"
"hsa04912";"GnRH signaling pathway";2,92003910068426;10;0,015;0,00941701660791821;0,00941701660791821;"MAPK12";"CALM1"
"hsa05231";"Choline metabolism in cancer";1,42928229665072;10;0,01;0,00941701660791821;0,00941701660791821;"HIF1A";""
"hsa04914";"Progesterone-mediated oocyte maturation";1,41439393939394;10;0,005;0,00941701660791821;0,00941701660791821;"MAPK12";""
"hsa05215";"Prostate cancer";1,39981255857545;10;0,005;0,00941701660791821;0,00941701660791821;"";"GSTP1"
"hsa04933";"AGE-RAGE signaling pathway in diabetic complications";1,37153351698806;10;0,005;0,00941701660791821;0,00941701660791821;"MAPK12";""
"hsa04660";"T cell receptor signaling pathway";2,68874887488749;10;0,01;0,00941701660791821;0,00941701660791821;"MAPK12";"IFNG"
"hsa04625";"C-type lectin receptor signaling pathway";2,66238859180036;10;0,02;0,00941701660791821;0,00941701660791821;"MAPK12";"CALM1"
"hsa05142";"Chagas disease";2,66238859180036;10;0,01;0,00941701660791821;0,00941701660791821;"MAPK12";"IFNG"
"hsa04620";"Toll-like receptor signaling pathway";1,30559440559441;10;0,005;0,00941701660791821;0,00941701660791821;"MAPK12";""
"hsa04613";"Neutrophil extracellular trap formation";2,51447811447811;10;0,005;0,0097418482486494;0,0097418482486494;"SLC25A4, MAPK12";""
"hsa04668";"TNF signaling pathway";1,22325962325962;10;0,005;0,0097418482486494;0,0097418482486494;"MAPK12";""
"hsa05145";"Toxoplasmosis";2,42467532467532;10;0,01;0,0097418482486494;0,0097418482486494;"MAPK12";"IFNG"
"hsa04722";"Neurotrophin signaling pathway";2,30138674884438;10;0,015;0,00987462642571297;0,00987462642571297;"MAPK12";"CALM1"
"hsa04071";"Sphingolipid signaling pathway";1,14102368220015;10;0,005;0,00987462642571297;0,00987462642571297;"MAPK12";""
"hsa04935";"Growth hormone synthesis, secretion and action";1,13151515151515;10;0,005;0,00987462642571297;0,00987462642571297;"MAPK12";""
"hsa04114";"Oocyte meiosis";3,28504398826979;10;0,055;0,00987462642571297;0,00987462642571297;"MAPK12";"PPP1CA, CALM1"
"hsa04380";"Osteoclast differentiation";2,17250909090909;10;0,01;0,00987462642571297;0,00987462642571297;"MAPK12";"IFNG"
"hsa04068";"FoxO signaling pathway";2,12159090909091;10;0,005;0,00987462642571297;0,00987462642571297;"SETD7, MAPK12";""
"hsa04926";"Relaxin signaling pathway";1,06079545454545;10;0,005;0,00987462642571297;0,00987462642571297;"MAPK12";""
"hsa05110";"Vibrio cholerae infection";2,77105751391466;8;0,005;0,0101955223940499;0,0152932835910748;"ATP6V1A";""
"hsa05135";"Yersinia infection";2,01158249158249;10;0,005;0,0106122028469286;0,0106122028469286;"MAPK12";"ARPC4"
"hsa04550";"Signaling pathways regulating pluripotency of stem cells";1,95369522563767;10;0,01;0,0106122028469286;0,0106122028469286;"BMPR1A, MAPK12";""
"hsa04140";"Autophagy - animal";0,96987012987013;10;0,01;0,0106122028469286;0,0106122028469286;"HIF1A";""
"hsa04931";"Insulin resistance";2,56192109777015;9;0,005;0,0106172126535187;0,0116433393876931;"GFPT1";"PPP1CA"
"hsa04723";"Retrograde endocannabinoid signaling";0,930012453300124;10;0,005;0,0111303698850831;0,0111303698850831;"MAPK12";""
"hsa04750";"Inflammatory mediator regulation of TRP channels";4,15658627087199;10;0,05;0,0116433393876931;0,0161792126131299;"MAPK12";"PPP1CA, CALM1"
"hsa04922";"Glucagon signaling pathway";3,99358288770053;10;0,03;0,0116433393876931;0,0131765947078894;"ACACA, PFKM";"CALM1"
"hsa05034";"Alcoholism";2,56192109777015;10;0,045;0,0116433393876931;0,0238454613382339;"";"CALM1, PPP1CA"
"hsa05161";"Hepatitis B";1,69727272727273;10;0,005;0,012559594393453;0,012559594393453;"MAPK12";"PCNA"
"hsa00280";"Valine, leucine and isoleucine degradation";2,8889748549323;1;0,005;0,0134283475176727;0,0134283475176727;"BCAT1";""
"hsa05225";"Hepatocellular carcinoma";0,808225108225108;10;0,005;0,0135207177358441;0,0135207177358441;"";"GSTP1"
"hsa00620";"Pyruvate metabolism";5,7779497098646;10;0,025;0,0140620440446825;0,0370282186371208;"DLAT, ACACA";""
"hsa04371";"Apelin signaling pathway";0,998395721925134;10;0,01;0,0141496037959048;0,0195008783234667;"";"CALM1"
"hsa04915";"Estrogen signaling pathway";0,991108161911082;10;0,01;0,0141496037959048;0,0195008783234667;"";"CALM1"
"hsa04137";"Mitophagy - animal";5,73725992317542;10;0,01;0,0143651327963148;0,020889714601363;"MFN1, MFN2, HIF1A";""
"hsa04621";"NOD-like receptor signaling pathway";2,31446280991736;10;0,005;0,014496216793547;0,014496216793547;"MAPK12, MFN1, MFN2";""
"hsa00020";"Citrate cycle (TCA cycle)";9,05212121212121;1;0,005;0,0151153455406322;0,0151153455406322;"ACLY, DLAT";""
"hsa05120";"Epithelial cell signaling in Helicobacter pylori infection";3,87948051948052;8;0,005;0,0156538894072241;0,0184570302256907;"MAPK12, ATP6V1A";""
"hsa04921";"Oxytocin signaling pathway";2,71563636363636;10;0,05;0,0156939695725362;0,0253378513240332;"";"CALM1, CAMK1, PPP1CA"
"hsa04350";"TGF-beta signaling pathway";2,98421578421578;10;0,005;0,0161792126131299;0,0161792126131299;"BMPR1A";"IFNG"
"hsa05132";"Salmonella infection";3,29834376150166;10;0,02;0,0163947127069758;0,0210525895080256;"DYNC1H1, KIF5B, ACBD3, MAPK12";"PFN1, ARPC4"
"hsa04962";"Vasopressin-regulated water reabsorption";6,17190082644628;10;0,005;0,0163947127069758;0,0210525895080256;"DYNC1H1, NSF";""
"hsa05130";"Pathogenic Escherichia coli infection";1,40706547338672;10;0,005;0,0166547813215336;0,0166547813215336;"MAPK12";"ARPC4"
"hsa05170";"Human immunodeficiency virus 1 infection";1,99679144385027;10;0,015;0,0181716692606694;0,0181716692606694;"CFL2, MAPK12";"CALM1"
"hsa04130";"SNARE interactions in vesicular transport";4,11460055096419;10;0,005;0,0183370729381341;0,0183370729381341;"";"STX8"
"hsa05417";"Lipid and atherosclerosis";1,26898895497026;10;0,02;0,0191973835236361;0,0191973835236361;"MAPK12";"CALM1"
"hsa05166";"Human T-cell leukemia virus 1 infection";1,22325962325962;10;0,005;0,0196547422015025;0,0196547422015025;"SLC25A4";"GPS2"
"hsa05163";"Human cytomegalovirus infection";1,21777415409702;10;0,02;0,0196547422015025;0,0196547422015025;"MAPK12";"CALM1"
"hsa05171";"Coronavirus disease - COVID-19";0,592933703850734;10;0,005;0,0203267139437169;0,0203267139437169;"MAPK12";""
"hsa05415";"Diabetic cardiomyopathy";2,87368927368927;9;0,005;0,0209547207909143;0,0232482225225576;"GFPT1, MAPK12, SLC25A4";"PPP1CA"
"hsa04925";"Aldosterone synthesis and secretion";4,15658627087199;10;0,01;0,0219772866435686;0,0447142106391175;"ATP2B1";"CALM1, CAMK1"
"hsa04970";"Salivary secretion";3,01737373737374;6;0,005;0,0219772866435686;0,0219772866435686;"ATP2B1";"CALM1"
"hsa05323";"Rheumatoid arthritis";2,92003910068426;8;0,005;0,0221079131275524;0,0221079131275524;"ATP6V1A";"IFNG"
"hsa05012";"Parkinson disease";2,71563636363636;10;0,01;0,0225864287748344;0,0486623199047663;"SLC25A4, MFN1, MFN2, KIF5B";"CALM1"
"hsa04510";"Focal adhesion";0,689247808029534;9;0,005;0,0244795031593882;0,0244795031593882;"";"PPP1CA"
"hsa05020";"Prion disease";1,57276237276237;10;0,005;0,0249450930092216;0,0249450930092216;"SLC25A4, MAPK12, KIF5B";""
"hsa04810";"Regulation of actin cytoskeleton";2,41389898989899;10;0,01;0,0270017912567325;0,0282312321563419;"CFL2";"PPP1CA, ARPC4, PFN1"
"hsa04014";"Ras signaling pathway";1,7788011115522;10;0,005;0,02726754309523;0,0301867689533084;"RALBP1";"FLT3LG, CALM1"
"hsa00270";"Cysteine and methionine metabolism";5,65757575757576;9;0,01;0,0293425049053643;0,0293425049053643;"AHCYL1, BCAT1";""
"hsa00190";"Oxidative phosphorylation";1,15069337442219;8;0,005;0,0296173007786243;0,0296173007786243;"ATP6V1A";""
"hsa04010";"MAPK signaling pathway";1,39981255857545;10;0,005;0,0307540713045132;0,0307540713045132;"RAPGEF2, MAPK12";"FLT3LG"
"hsa05169";"Epstein-Barr virus infection";1,35781818181818;10;0,005;0,0317546045038494;0,0317546045038494;"HES1, MAPK12";""
"hsa03030";"DNA replication";7,54343434343434;10;0,005;0,035073541372382;0,035073541372382;"";"PCNA, RNASEH2C"
"hsa00010";"Glycolysis / Gluconeogenesis";4,11460055096419;10;0,005;0,0370282186371208;0,0370282186371208;"PFKM, DLAT";""
"hsa04145";"Phagosome";1,7866028708134;8;0,005;0,0372226698212652;0,0419903749829644;"ATP6V1A, DYNC1H1";""
"hsa04150";"mTOR signaling pathway";1,7749257278669;7;0,005;0,0372226698212652;0,0372226698212652;"ATP6V1A, EIF4E";""
"hsa04330";"Notch signaling pathway";4,68213166144201;2;0,005;0,0429352694995837;0,0429352694995837;"NOTCH2, HES1";""
"hsa05100";"Bacterial invasion of epithelial cells";1,96785243741765;9;0,005;0,0473254869726829;0,0473254869726829;"";"ARPC4"
"hsa05212";"Pancreatic cancer";1,7866028708134;10;0,005;0,049498587881097;0,049498587881097;"RALBP1";""
"hsa04064";"NF-kappa B signaling pathway";1,31827007943513;10;0,005;0,049498587881097;0,049498587881097;"ERC1";""
